"subject" "activity"
16 "walkingdownstairs"
16 "walkingdownstairs"
16 "walkingdownstairs"
16 "walkingdownstairs"
16 "walkingdownstairs"
16 "walkingdownstairs"
16 "walkingdownstairs"
16 "walkingdownstairs"
16 "walkingdownstairs"
16 "walkingdownstairs"
16 "walkingdownstairs"
16 "walkingdownstairs"
16 "walkingdownstairs"
16 "walkingdownstairs"
16 "walkingdownstairs"
16 "walkingdownstairs"
16 "walkingdownstairs"
16 "walkingdownstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walkingdownstairs"
17 "walkingdownstairs"
17 "walkingdownstairs"
17 "walkingdownstairs"
17 "walkingdownstairs"
17 "walkingdownstairs"
17 "walkingdownstairs"
17 "walkingdownstairs"
17 "walkingupstairs"
17 "walkingupstairs"
17 "walkingupstairs"
17 "walkingupstairs"
17 "walkingupstairs"
17 "walkingupstairs"
17 "walkingupstairs"
17 "walkingupstairs"
17 "walkingdownstairs"
17 "walkingdownstairs"
17 "walkingdownstairs"
17 "walkingdownstairs"
17 "walkingdownstairs"
17 "walkingdownstairs"
17 "walkingdownstairs"
17 "walkingdownstairs"
17 "walkingupstairs"
17 "walkingupstairs"
17 "walkingupstairs"
17 "walkingupstairs"
17 "walkingupstairs"
17 "walkingupstairs"
17 "walkingupstairs"
17 "walkingupstairs"
17 "walkingdownstairs"
17 "walkingdownstairs"
17 "walkingdownstairs"
17 "walkingdownstairs"
17 "walkingdownstairs"
17 "walkingdownstairs"
17 "walkingdownstairs"
17 "walkingupstairs"
17 "walkingupstairs"
17 "walkingupstairs"
17 "walkingupstairs"
17 "walkingupstairs"
17 "walkingupstairs"
17 "walkingupstairs"
17 "walkingupstairs"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "standing"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "sitting"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "laying"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walking"
17 "walkingdownstairs"
17 "walkingdownstairs"
17 "walkingdownstairs"
17 "walkingdownstairs"
17 "walkingdownstairs"
17 "walkingdownstairs"
17 "walkingdownstairs"
17 "walkingdownstairs"
17 "walkingdownstairs"
17 "walkingdownstairs"
17 "walkingdownstairs"
17 "walkingdownstairs"
17 "walkingdownstairs"
17 "walkingdownstairs"
17 "walkingdownstairs"
17 "walkingupstairs"
17 "walkingupstairs"
17 "walkingupstairs"
17 "walkingupstairs"
17 "walkingupstairs"
17 "walkingupstairs"
17 "walkingupstairs"
17 "walkingupstairs"
17 "walkingupstairs"
17 "walkingupstairs"
17 "walkingupstairs"
17 "walkingupstairs"
17 "walkingupstairs"
17 "walkingupstairs"
17 "walkingupstairs"
17 "walkingupstairs"
17 "walkingupstairs"
17 "walkingupstairs"
17 "walkingupstairs"
17 "walkingupstairs"
17 "walkingupstairs"
17 "walkingupstairs"
17 "walkingupstairs"
17 "walkingupstairs"
17 "walkingdownstairs"
17 "walkingdownstairs"
17 "walkingdownstairs"
17 "walkingdownstairs"
17 "walkingdownstairs"
17 "walkingdownstairs"
17 "walkingdownstairs"
17 "walkingdownstairs"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "walking"
19 "walking"
19 "walking"
19 "walking"
19 "walking"
19 "walking"
19 "walking"
19 "walking"
19 "walking"
19 "walking"
19 "walking"
19 "walking"
19 "walking"
19 "walking"
19 "walking"
19 "walking"
19 "walking"
19 "walking"
19 "walking"
19 "walking"
19 "walking"
19 "walking"
19 "walking"
19 "walking"
19 "walking"
19 "walking"
19 "walking"
19 "walkingdownstairs"
19 "walkingdownstairs"
19 "walkingdownstairs"
19 "walkingdownstairs"
19 "walkingdownstairs"
19 "walkingdownstairs"
19 "walkingdownstairs"
19 "walkingdownstairs"
19 "walkingdownstairs"
19 "walkingdownstairs"
19 "walkingdownstairs"
19 "walkingdownstairs"
19 "walkingdownstairs"
19 "walkingdownstairs"
19 "walkingupstairs"
19 "walkingupstairs"
19 "walkingupstairs"
19 "walkingupstairs"
19 "walkingupstairs"
19 "walkingupstairs"
19 "walkingupstairs"
19 "walkingupstairs"
19 "walkingupstairs"
19 "walkingupstairs"
19 "walkingupstairs"
19 "walkingupstairs"
19 "walkingupstairs"
19 "walkingupstairs"
19 "walkingdownstairs"
19 "walkingdownstairs"
19 "walkingdownstairs"
19 "walkingdownstairs"
19 "walkingdownstairs"
19 "walkingdownstairs"
19 "walkingdownstairs"
19 "walkingupstairs"
19 "walkingupstairs"
19 "walkingupstairs"
19 "walkingupstairs"
19 "walkingupstairs"
19 "walkingupstairs"
19 "walkingupstairs"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "standing"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "sitting"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "laying"
19 "walking"
19 "walking"
19 "walking"
19 "walking"
19 "walking"
19 "walking"
19 "walking"
19 "walking"
19 "walking"
19 "walking"
19 "walking"
19 "walking"
19 "walking"
19 "walking"
19 "walking"
19 "walking"
19 "walking"
19 "walking"
19 "walking"
19 "walking"
19 "walking"
19 "walking"
19 "walking"
19 "walking"
19 "walking"
19 "walkingdownstairs"
19 "walkingdownstairs"
19 "walkingdownstairs"
19 "walkingdownstairs"
19 "walkingdownstairs"
19 "walkingdownstairs"
19 "walkingdownstairs"
19 "walkingdownstairs"
19 "walkingdownstairs"
19 "walkingdownstairs"
19 "walkingdownstairs"
19 "walkingdownstairs"
19 "walkingupstairs"
19 "walkingupstairs"
19 "walkingupstairs"
19 "walkingupstairs"
19 "walkingupstairs"
19 "walkingupstairs"
19 "walkingupstairs"
19 "walkingupstairs"
19 "walkingupstairs"
19 "walkingupstairs"
19 "walkingupstairs"
19 "walkingupstairs"
19 "walkingupstairs"
19 "walkingdownstairs"
19 "walkingdownstairs"
19 "walkingdownstairs"
19 "walkingdownstairs"
19 "walkingdownstairs"
19 "walkingdownstairs"
19 "walkingupstairs"
19 "walkingupstairs"
19 "walkingupstairs"
19 "walkingupstairs"
19 "walkingupstairs"
19 "walkingupstairs"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "walking"
21 "walking"
21 "walking"
21 "walking"
21 "walking"
21 "walking"
21 "walking"
21 "walking"
21 "walking"
21 "walking"
21 "walking"
21 "walking"
21 "walking"
21 "walking"
21 "walking"
21 "walking"
21 "walking"
21 "walking"
21 "walking"
21 "walking"
21 "walking"
21 "walking"
21 "walking"
21 "walking"
21 "walking"
21 "walking"
21 "walking"
21 "walkingdownstairs"
21 "walkingdownstairs"
21 "walkingdownstairs"
21 "walkingdownstairs"
21 "walkingdownstairs"
21 "walkingdownstairs"
21 "walkingdownstairs"
21 "walkingdownstairs"
21 "walkingdownstairs"
21 "walkingdownstairs"
21 "walkingdownstairs"
21 "walkingdownstairs"
21 "walkingdownstairs"
21 "walkingdownstairs"
21 "walkingdownstairs"
21 "walkingupstairs"
21 "walkingupstairs"
21 "walkingupstairs"
21 "walkingupstairs"
21 "walkingupstairs"
21 "walkingupstairs"
21 "walkingupstairs"
21 "walkingupstairs"
21 "walkingupstairs"
21 "walkingupstairs"
21 "walkingupstairs"
21 "walkingupstairs"
21 "walkingupstairs"
21 "walkingupstairs"
21 "walkingupstairs"
21 "walkingupstairs"
21 "walkingupstairs"
21 "walkingdownstairs"
21 "walkingdownstairs"
21 "walkingdownstairs"
21 "walkingdownstairs"
21 "walkingdownstairs"
21 "walkingdownstairs"
21 "walkingdownstairs"
21 "walkingdownstairs"
21 "walkingupstairs"
21 "walkingupstairs"
21 "walkingupstairs"
21 "walkingupstairs"
21 "walkingupstairs"
21 "walkingupstairs"
21 "walkingupstairs"
21 "walkingupstairs"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "standing"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "sitting"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "laying"
21 "walking"
21 "walking"
21 "walking"
21 "walking"
21 "walking"
21 "walking"
21 "walking"
21 "walking"
21 "walking"
21 "walking"
21 "walking"
21 "walking"
21 "walking"
21 "walking"
21 "walking"
21 "walking"
21 "walking"
21 "walking"
21 "walking"
21 "walking"
21 "walking"
21 "walking"
21 "walking"
21 "walking"
21 "walking"
21 "walkingdownstairs"
21 "walkingdownstairs"
21 "walkingdownstairs"
21 "walkingdownstairs"
21 "walkingdownstairs"
21 "walkingdownstairs"
21 "walkingdownstairs"
21 "walkingdownstairs"
21 "walkingdownstairs"
21 "walkingdownstairs"
21 "walkingdownstairs"
21 "walkingdownstairs"
21 "walkingdownstairs"
21 "walkingdownstairs"
21 "walkingdownstairs"
21 "walkingupstairs"
21 "walkingupstairs"
21 "walkingupstairs"
21 "walkingupstairs"
21 "walkingupstairs"
21 "walkingupstairs"
21 "walkingupstairs"
21 "walkingupstairs"
21 "walkingupstairs"
21 "walkingupstairs"
21 "walkingupstairs"
21 "walkingupstairs"
21 "walkingupstairs"
21 "walkingupstairs"
21 "walkingupstairs"
21 "walkingdownstairs"
21 "walkingdownstairs"
21 "walkingdownstairs"
21 "walkingdownstairs"
21 "walkingdownstairs"
21 "walkingdownstairs"
21 "walkingdownstairs"
21 "walkingupstairs"
21 "walkingupstairs"
21 "walkingupstairs"
21 "walkingupstairs"
21 "walkingupstairs"
21 "walkingupstairs"
21 "walkingupstairs"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "walking"
22 "walking"
22 "walking"
22 "walking"
22 "walking"
22 "walking"
22 "walking"
22 "walking"
22 "walking"
22 "walking"
22 "walking"
22 "walking"
22 "walking"
22 "walking"
22 "walking"
22 "walking"
22 "walking"
22 "walking"
22 "walking"
22 "walking"
22 "walking"
22 "walking"
22 "walking"
22 "walkingdownstairs"
22 "walkingdownstairs"
22 "walkingdownstairs"
22 "walkingdownstairs"
22 "walkingdownstairs"
22 "walkingdownstairs"
22 "walkingdownstairs"
22 "walkingdownstairs"
22 "walkingdownstairs"
22 "walkingdownstairs"
22 "walkingdownstairs"
22 "walkingdownstairs"
22 "walkingupstairs"
22 "walkingupstairs"
22 "walkingupstairs"
22 "walkingupstairs"
22 "walkingupstairs"
22 "walkingupstairs"
22 "walkingupstairs"
22 "walkingupstairs"
22 "walkingupstairs"
22 "walkingupstairs"
22 "walkingupstairs"
22 "walkingupstairs"
22 "walkingupstairs"
22 "walkingupstairs"
22 "walkingdownstairs"
22 "walkingdownstairs"
22 "walkingdownstairs"
22 "walkingdownstairs"
22 "walkingdownstairs"
22 "walkingdownstairs"
22 "walkingupstairs"
22 "walkingupstairs"
22 "walkingupstairs"
22 "walkingupstairs"
22 "walkingupstairs"
22 "walkingupstairs"
22 "walkingupstairs"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "standing"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "sitting"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "laying"
22 "walking"
22 "walking"
22 "walking"
22 "walking"
22 "walking"
22 "walking"
22 "walking"
22 "walking"
22 "walking"
22 "walking"
22 "walking"
22 "walking"
22 "walking"
22 "walking"
22 "walking"
22 "walking"
22 "walking"
22 "walking"
22 "walking"
22 "walking"
22 "walking"
22 "walking"
22 "walking"
22 "walkingdownstairs"
22 "walkingdownstairs"
22 "walkingdownstairs"
22 "walkingdownstairs"
22 "walkingdownstairs"
22 "walkingdownstairs"
22 "walkingdownstairs"
22 "walkingdownstairs"
22 "walkingdownstairs"
22 "walkingdownstairs"
22 "walkingdownstairs"
22 "walkingdownstairs"
22 "walkingdownstairs"
22 "walkingdownstairs"
22 "walkingdownstairs"
22 "walkingdownstairs"
22 "walkingdownstairs"
22 "walkingdownstairs"
22 "walkingupstairs"
22 "walkingupstairs"
22 "walkingupstairs"
22 "walkingupstairs"
22 "walkingupstairs"
22 "walkingupstairs"
22 "walkingupstairs"
22 "walkingupstairs"
22 "walkingupstairs"
22 "walkingupstairs"
22 "walkingupstairs"
22 "walkingupstairs"
22 "walkingupstairs"
22 "walkingupstairs"
22 "walkingupstairs"
22 "walkingupstairs"
22 "walkingupstairs"
22 "walkingupstairs"
22 "walkingupstairs"
22 "walkingupstairs"
22 "walkingupstairs"
23 "standing"
23 "standing"
23 "standing"
23 "standing"
23 "standing"
23 "standing"
23 "standing"
23 "standing"
23 "standing"
23 "standing"
23 "standing"
23 "standing"
23 "standing"
23 "standing"
23 "standing"
23 "standing"
23 "standing"
23 "standing"
23 "standing"
23 "standing"
23 "standing"
23 "standing"
23 "standing"
23 "standing"
23 "standing"
23 "standing"
23 "standing"
23 "standing"
23 "standing"
23 "standing"
23 "standing"
23 "standing"
23 "standing"
23 "sitting"
23 "sitting"
23 "sitting"
23 "sitting"
23 "sitting"
23 "sitting"
23 "sitting"
23 "sitting"
23 "sitting"
23 "sitting"
23 "sitting"
23 "sitting"
23 "sitting"
23 "sitting"
23 "sitting"
23 "sitting"
23 "sitting"
23 "sitting"
23 "sitting"
23 "sitting"
23 "sitting"
23 "sitting"
23 "sitting"
23 "sitting"
23 "sitting"
23 "sitting"
23 "sitting"
23 "sitting"
23 "sitting"
23 "sitting"
23 "sitting"
23 "sitting"
23 "sitting"
23 "sitting"
23 "sitting"
23 "sitting"
23 "sitting"
23 "sitting"
23 "laying"
23 "laying"
23 "laying"
23 "laying"
23 "laying"
23 "laying"
23 "laying"
23 "laying"
23 "laying"
23 "laying"
23 "laying"
23 "laying"
23 "laying"
23 "laying"
23 "laying"
23 "laying"
23 "laying"
23 "laying"
23 "laying"
23 "laying"
23 "laying"
23 "laying"
23 "laying"
23 "laying"
23 "laying"
23 "laying"
23 "laying"
23 "laying"
23 "laying"
23 "laying"
23 "laying"
23 "laying"
23 "laying"
23 "walking"
23 "walking"
23 "walking"
23 "walking"
23 "walking"
23 "walking"
23 "walking"
23 "walking"
23 "walking"
23 "walking"
23 "walking"
23 "walking"
23 "walking"
23 "walking"
23 "walking"
23 "walking"
23 "walking"
23 "walking"
23 "walking"
23 "walking"
23 "walking"
23 "walking"
23 "walking"
23 "walking"
23 "walking"
23 "walking"
23 "walking"
23 "walking"
23 "walking"
23 "walking"
23 "walkingdownstairs"
23 "walkingdownstairs"
23 "walkingdownstairs"
23 "walkingdownstairs"
23 "walkingdownstairs"
23 "walkingdownstairs"
23 "walkingdownstairs"
23 "walkingdownstairs"
23 "walkingdownstairs"
23 "walkingupstairs"
